Nom,Pays,Note,Type de séjour,Chambre,Durée,Date du commentaire,Commentaire,Source,Country,Type_of_stay,Room,Duration,Comments,Score,Max_Rating,Sentiment,d4r55,fzvQIb,Date_Avis,Avis,Traduction,Nombre_Avis,Autre,w8nwRe,dSlJg,znYl0,dSlJg 2,znYl0 2,nM6d2c,DZSIDd,wiI7pd 2,Hzvxle,pkWtMe,fontBodySmall 3,fontBodySmall 4
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,hela T,5-May,7 months ago,"The team is very welcoming, the swimming pool is large and clean, the calm, the cleanliness,...I recommend",See original (French),10 reviews Â· 2 photos,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,"Hello, thank you for your review, we hope to see you again very soon in our hotel!",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,haykiru 75,5-May,8 months ago,"Superbly located hotel, very welcoming and warm staff, particularly the morning receptionist and Mrs. Rim, we will be happy to come back",See original (French),5 reviews,î??,More,î£?,,î ,Share,Response from the owner,8 months ago,Thank you for your positive review. We are delighted that you appreciated our location and the welcome of our team. We will be happy to welcome you again soon! â?¦,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,julie boyer,5-Apr,a year ago,"The hotel needs updating, both in terms of the rooms and especially the bathrooms.
The food isn't great, but that's what most hotels in Tunisia are like.
The pool is great, as is the private beach.",See original (French),14 reviews,î??,,î£?,,î ,Share,,,,Like,3.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,BÃ©chir khiari,5-Mar,a year ago,"Bizerta Resort Congress & SPA: A peaceful seaside haven

Ideal location: Located on the Sidi Salem corniche in Bizerte, the Bizerta â?¦",See original (French),"Local Guide Â· 229 reviews Â· 1,624 photos",î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,LOURDES ELÃAS SÃENZ,5-May,a year ago,"We had dinner. It's Ramadan, and the hotel where we were staying didn't offer dinner. They welcomed us at this Bizerte hotel. The buffet was fantastic, with very friendly and helpful service. Thank you very much.",See original (Spanish),Local Guide Â· 131 reviews Â· 2 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Cherif Hamza,5-Jan,8 months ago,"I strongly advise against changing direction. Breakfast is from a 2-star hotel, not a 4-star hotel, and also the walls, bathroom, and carpet are dirty, even the bed frame is dirty. Honestly, it's not a 4-star hotel.",See original (French),3 reviews Â· 3 photos,î??,More,î£?,Like,î ,Share,Response from the owner,7 months ago,"We are sorry to learn that your stay did not meet your expectations. Your comments are taken very seriously, and we will review them carefully to make any necessary improvements. We hope to have the opportunity to provide you with a better experience in the future.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,fabrizio rainaldi,5-Mar,8 months ago,"Let's say that all in all it's not bad. Large rooms, comfortable bed and wonderful view from the room. Of course the cleaning is a bit so...don't look at the carpet or the fingerprints in the bathroom...good and rich breakfast. Very kind staff",See original (Italian),"Local Guide Â· 1,184 reviews Â· 4,079 photos",î??,More,î£?,,î ,Share,Response from the owner,8 months ago,"Thanks for your feedback! We are happy that you liked the spacious rooms, the comfortable bed and the view from the room. We are sorry about the cleanliness, we will take your comment seriously. We are happy that you liked the breakfast and our staff. We hope to welcome you again soon!",Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Luis Alcazar,5-Mar,2 years ago,"This hotel is located on the beach, just two minutes from the historic center. It has a spa, pub, pool, buffet, and all the amenities and is quite comfortable. â?¦",See original (Spanish),Local Guide Â· 115 reviews Â· 383 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,5gattini,5-Apr,9 years ago,"I don't understand which hotel other travellers have been to to make such terrible reviews. I agree that the name resort is inappropriate, but otherwise it is definitely a good hotel at least for a business stay. I finally found European â?¦",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Asier Escalero,5-Feb,a year ago,"There are times when a person questions the criteria used to award stars. I don't understand how they gave it 4. The hotel is all facade, old rooms, and poor housekeeping. I travel often for work; I tried an alternative, the Hotel Nour next door, and I couldn't have been more disappointed.",See original (Spanish),Local Guide Â· 18 reviews Â· 19 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,flo,5-Jan,3 years ago,"Hotel with potential, but very poorly exploited! Large, bright room but old and not very clean (carpet, shower seal, tiles, etc.) wifi only in the hotel lobby because in the rooms it works very, very poorly! (the director and employees are â?¦",See original (French),8 reviews,î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Lydia Dg,5-May,2 years ago,"One-week stay.
Attentive and attentive staff.
Breakfast a little disappointing, but everything else was very good. â?¦",See original (French),8 reviews,î??,More,î£?,,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Sabri Benlahoual,5-May,2 years ago,"We are currently staying at the hotel for four nights. The room staff took great care of us. The pool was clean and the restaurant was good. Everything went well during check-in, and our room was exactly as we expected. We will definitely be back soon.",See original (French),Local Guide Â· 40 reviews Â· 10 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Iane Sof,5-Jan,7 years ago,"We had a terrible night.
* A smell of ""fuel"" in the room (used to clean the carpet). After changing rooms, we got another one with the same terrible smell. â?¦",See original (French),Local Guide Â· 5 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Chamoune briquet,5-Feb,2 years ago,"Hotel which could be nice and get 4 stars except that the swimming pool is ridiculous with too many people outside inside, filtered! And in the air conditioning which makes the sound of a washing machine spinning, which barely works! â?¦",See original (French),Local Guide Â· 47 reviews Â· 15 photos,î??,More,î£?,,î ,Share,Response from the owner,2 years ago,"We thank you for coming to our hotel and taking the time to write a review to which we pay the greatest attention. Your complaint will be forwarded to our hotel management and will be treated with the greatest attention.
Kind regards.",Like,1.0,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,JumperBasel,5-Mar,14 years ago,"I've stayed at this hotel three times now while traveling for business. If you're lucky enough to get a room facing the sea, it's a very pleasant stay. The hotel is right on the sea and therefore offers a wonderful view of the â?¦",See original (German),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Anonyme,5-Jan,a year ago,"Warning â? ï¸ â??ï¸
Bad experience, bad stay
Food and customer service: â?¦",See original (French),1 review,î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Gabriele V,5-Apr,7 years ago,"I stayed at the hotel for a long time for work reasons. It is really comfortable, very clean compared to the standards I have seen elsewhere. Large rooms and if with a view of the pool and the sea, a real spectacle.||Large and clean â?¦",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,cherif Ben abdelkader,5-May,2 years ago,"I stayed at this hotel, which I knew from my vacation, but during the day.
I stayed there from October 15th until this morning.
The staff is competent and attentive. â?¦",See original (French),2 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Mondher Tebourbi,5-May,a year ago,"very nice hotel, welcome, restaurant, rooms everything is there. We enjoyed ourselves, special mention for the restaurant staff, a big thank you for the whole team, I will keep your address for my friends, I will definitely recommend it again",See original (French),6 reviews,î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Y S,5-May,2 years ago,"Very warm welcome at the reception Mr Maher and his team are very professional, very clean room and Mrs Nour, head of the housekeeping team, is very attentive!! Clean swimming pool and lively service at the pool bar which demonstrates the â?¦",See original (French),2 reviews Â· 1 photo,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Helloâ¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤.",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Gianni S,5-Jan,9 years ago,"First of all I don't know how they called it a Resort, since it has nothing to do with a resort. We stayed in this terrible hotel in mid-August, we booked for three days, but on the first day we ran away. They are not organized at all. In â?¦",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Elisa Debreux,5-May,4 years ago,"I don't know if it was due to our second stay at the hotel between other excursions in Tunisia, or to the tip left to the room staff last time. But when we came back from breakfast we were surprised to find our room without the do not â?¦",See original (French),Local Guide Â· 49 reviews Â· 24 photos,î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Sophia Iklef,5-Jan,a year ago,"Hotel to avoid!!
Poor hygiene, non-existent service
As for the pool and restaurant staff, very aggressive bordering on violent â?¦",See original (French),7 reviews,î??,More,î£?,,î ,Share,,,,Like,5.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Claudio Borsotti,5-Apr,9 years ago,"I have frequented this hotel for several years, I think it is the best in the city; very spacious rooms, always very clean and helpful staff.
the external area should be used better. â?¦",See original (Italian),"Local Guide Â· 460 reviews Â· 3,854 photos",î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,m 1000,5-Jan,11 months ago,"Deplorable hygiene at the indoor pool.
The indoor pool staff is very aggressive and violent.
Lacking professionalism.
I do not recommend it.",See original (French),5 reviews,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Maurizio S,5-May,2 years ago,EVERYTHING PERFECT|Very large and very beautiful structure located on the seafront equipped with all the services...|Beautiful outdoor swimming pool and a very large indoor one.|The restaurant was also a wonderful surprise...|International â?¦,See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,bieffe73,5-Mar,6 years ago,"I spent two nights in this hotel since I was in the area for work. It is a good hotel with acceptable comfort. | Very quiet, with rooms overlooking the beach. | Common areas visited: only the breakfast room which has a satisfactory offer. |",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ghazi Timoumi,5-Jan,3 years ago,"Rude staff! When checking in, a friend forgot his cin in the car. While he is looking for her, the receptionist shows us around the room. Our friend joins us upstairs and there the receptionist throws a fit, because he joined us without â?¦",See original (French),Local Guide Â· 17 reviews Â· 10 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,FRANGLE PLAYZ,5-Mar,8 months ago,The room is beautiful but the service was nasty,See original (French),1 review,î??,More,î£?,Like,î ,Share,Response from the owner,8 months ago,"Good morning,

We thank you for your feedback. We are delighted that you enjoyed the room. â?¦",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,gr r,5-Apr,5 years ago,"The rating is above average for the ratio between what is offered (dinner, breakfast and room) and the price. The structure would need reconditioning. | However, a quiet and pleasant stay. Average service. |",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Emna Lahbib,5-May,a year ago,"It was pleasant, clean, and quiet. The sea was easily accessible, and the pool was majestic and spotlessly clean. I highly recommend it.",See original (French),Local Guide Â· 38 reviews Â· 117 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Pare Brise Laval Inc.,5-May,4 years ago,"This hotel is well managed by professionals, welcoming staff, the common areas, the rooms, and the beach are very clean, fresh food of good quality acceptable, I got good value for my money I highly recommend it thank you next time.",See original (French),42 reviews Â· 9 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Abdelmouneam GHORISSI,5-May,2 years ago,"I spent a few nights here in July. It's a really nice hotel. Personally, I loved it. It's right on the waterfront with a wonderful beach and an even better pool. You'll be very comfortable. The most important thing is the location. It's â?¦",See original (French),Local Guide Â· 54 reviews Â· 388 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello sirâ¤, we would like to thank you for your review and we hope to see you again at our hotel very soon dear customerâ¤.",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Me_gusta_viajar_mar,5-Apr,15 years ago,"It was said to be the best hotel in town, and I believe it. Good customer service, clean, and fairly spacious rooms. Located on the beach, with restaurants and shops nearby. ||||There's Wi-Fi in the reception area, and you can sometimes â?¦",See original (Spanish),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Moustafa Bendimerad P,5-Jan,2 years ago,"An old hotel that doesn't deserve its 4 stars at all.

Incompetent staff. Cleanliness leaves something to be desired in the bathroom. â?¦",See original (French),12 reviews,î??,More,î£?,,î ,Share,Response from the owner,2 years ago,We thank you for coming to our hotel and taking the time to write a review to which we pay the greatest attention. Your complaint will be forwarded to our hotel management and will be treated with the greatest attention. Kind regards.,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Sahbi MILED,5-Jan,2 years ago,"Entertainment - none
Restaurant - bland food, breakfast to be avoided. As for the bar, it's not at all what you'd expect (no cocktails, and no non-smoking area). â?¦",See original (French),1 review,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"We thank you for coming to our hotel and taking the time to write a review to which we pay the greatest attention. Your complaint will be forwarded to our hotel management and will be treated with the greatest attention.
Kind regards.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,imen bouz,5-May,2 years ago,"I recommend this friendly hotel, modern and clean rooms, welcoming staff I only stayed one night but I will be back very soon",See original (French),4 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we hope you enjoyed your stay at our hotel dear customer, we hope to see you again at our hotel very soon.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Caroline Devos,5-Mar,a year ago,"I have been a customer of this hotel for years...there are many things that could be improved, especially cleanliness and tidiness. But this is Tunisia...the standards here are much lower than ours. The friendliness of the staff more than â?¦",See original (Dutch),"Local Guide Â· 118 reviews Â· 1,542 photos",î??,More,î£?,,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soon â¤.",Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Meriem Miaoui- jerbi,5-Jan,11 months ago,The indoor pool is very dirty. Pool staff are unprofessional. Never again....,See original (French),5 reviews,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Rastafarai R,5-Apr,7 years ago,"clean hotel with various services, ranging from reception to body care.||Rooms always very clean and fragrant, just put the appropriate marker ""clean my room"" and you will be satisfied, the only inconvenience is that for two days there was â?¦",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Roberto C,5-Apr,5 years ago,"I stayed three days in the hotel, for work reasons.|The room was very large and well furnished, with a balcony overlooking the sea.|Clean and comfortable, the only flaw, not all the electrical outlets worked...|The restaurant is also quite â?¦",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Hermann K,5-Apr,8 years ago,I've stayed at this hotel several times for business. It's a very well-maintained hotel with good service. Ms. Ben Hassine at the reception desk speaks good German and looked after us very well. I'd love to come back next year!,See original (German),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Zineb,5-Jan,6 years ago,"Bad experience, apart from being disgusting, hair in the sheets, rice stuck to it, the toilet covered in drops of who knows what, the carpet not vacuumed. On top of all this, I asked for a taxi for 5:30 a.m. and they told me it would cost â?¦",See original (Spanish),Local Guide Â· 44 reviews Â· 91 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Rudolf,5-Mar,6 years ago,"Hotel Bizerta, part of the city of Bizerta. The staff is nice and helpful. Communication possible in English and French. Possibility of half board, the food is very tasty, you need to get used to a different cuisine but that's fine. The â?¦",See original (Slovak),Local Guide Â· 46 reviews Â· 343 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Meriem Hammada,5-Feb,6 years ago,"Clean and luxurious hotel.
Superb hotel staff!
Tea room belonging to the hotel complex (cafÃ© sidi salem): clean, pleasant and â?¦",See original (French),8 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,luca mario leonardo quaresima,5-Apr,3 years ago,"Clean hotel and helpful staff, a location very close to the beach, restaurant with many different dishes every day. At the bar they serve alcohol and you can smoke ......",See original (Italian),Local Guide Â· 62 reviews Â· 54 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Nasser HARFOUSH,5-May,a month ago,You must book in advance,See original (French),"Local Guide Â· 136 reviews Â· 1,393 photos",î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Youssef Zrirak,5-Apr,2 years ago,"Very warm welcome, clean and spacious hotel. A big thank you to all the hotel staff (reception, restaurant) and especially Mr. (Ghassen B Alay)",See original (French),1 review,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello, We would like to thank you for your review and we hope to see you again at our hotel",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Marjolaine Mechergui,5-May,2 years ago,"We've been going there for two years, perfect stay, very clean room, perfect lunch, attentive room staff, we'll be back in April 2023",See original (French),4 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Wahib Meradji,5-May,5 months ago,Clean swimming pool and beautiful sea view,See original (French),Local Guide Â· 19 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,Thank you for your feedback. We hope to see you again very soon!,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Nesrine Zouari,5-Apr,2 years ago,"Good hotel with sea view, just be prepared to pay on site. The price remains excessive compared to the end of the season but there is no choice in Bizerte",See original (French),Local Guide Â· 185 reviews Â· 56 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,gerdsander,5-Mar,11 years ago,"I was at the Bizerte Resort for work in Nov/Dec 13.||The room was fine, but the carpet needed to be replaced; it was a few years old.||The internet was free, but it was very difficult to log in; you get an access PIN that doesn't always â?¦",See original (German),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Marco Passero,5-Apr,3 years ago,"Near the sea and the old port of BISERTE, large and comfortable rooms, kind and attentive staff, room facing the sea, good parking, the kitchen could be improved a little... but in these times of covid it's fine like this",See original (Italian),"Local Guide Â· 925 reviews Â· 6,043 photos",î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Divers Multiples,5-May,a year ago,"I liked the hotel, service and location, I recommend booking",See original (French),2 reviews,î??,More,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Farid L,5-May,8 years ago,"I spent two nights in the resort, the service is pleasant, the rooms are clean, the beach is 50 meters away, the rooms have a sea view, excellent hotel recommended for a long holiday and also for work, greetings",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Nabil HASSAN,5-May,2 years ago,"Since my wife and I attended a conference there, we have been impatiently waiting to return and stay there for a few nights..... I highly recommend it!",See original (French),Local Guide Â· 126 reviews Â· 132 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,paolo turriziani,5-Apr,6 years ago,Good. Helpful and courteous staff. Excellent TV system. Good WiFi. Room and bathroom very good.,See original (Italian),Local Guide Â· 552 reviews Â· 161 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Nada Zrelli,5-Apr,4 years ago,"Good value for money
Welcoming staff
Clean room â?¦",See original (French),Local Guide Â· 11 reviews Â· 40 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Kennet Arfman,5-Mar,7 years ago,Has seen its best days. Looks clean and nice at first but then you discover it is dirty and worn out. Nice hotel anyway.,See original (Swedish),Local Guide Â· 141 reviews Â· 423 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Data X Foot,5-Jan,2 years ago,"Poor hygiene (see photos of the restrooms)
Unpleasant service (above average)
Pool close to the giant bathtub, overcrowded with little respect for anyone â?¦",See original (French),Local Guide Â· 40 reviews Â· 6 photos,î??,More,î£?,,î ,Share,Response from the owner,2 years ago,"We thank you for coming to our hotel and taking the time to write a review to which we pay the greatest attention. Your complaint will be forwarded to our hotel management and will be treated with the greatest attention.
Kind regards.",Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Kaouthar Meddeb,5-May,8 years ago,"Seafront hotel, soft atmosphere, friendly welcome, quality gastronomy, fresh fish, Caribbean SPA center with qualified, attentive staff, well-being treatments with natural organic products, a real zen getaway, excellent value for money, I will gladly come back",See original (French),Local Guide Â· 27 reviews Â· 167 photos,î??,,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Dalinda Baraket,5-Jan,3 years ago,"I spent 2 hours at the Spa, frankly I am disappointed in terms of hygiene, left wanting, sauna too dusty, jacuzzi not very clean.",See original (French),1 review,î??,,î£?,,î ,Share,,,,Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,bechir naouali,5-Jan,a year ago,"Very dirty, very expensive, very bad, run away in 5 years it will close if not before",See original (French),4 reviews Â· 6 photos,î??,More,î£?,,î ,Share,,,,Like,4.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Rainer H aus A,5-Apr,6 years ago,"Staff friendly and concierge courteous and helpful.
Food... takes some getting used to ð???
Rooms always clean ð?? â?¦",See original (German),Local Guide Â· 18 reviews Â· 16 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Dogan Kurter,5-Feb,5 years ago,"Room not so clean...breakfast, all tables dirty, no one clears them.
Everything was a bit dirty too...",See original (German),Local Guide Â· 93 reviews Â· 8 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Nabil Sfar,5-May,a year ago,Very good hotel very good service with a heavenly location,See original (French),Local Guide Â· 39 reviews Â· 40 photos,î??,,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Youssef Lachnani,5-Jan,3 years ago,"Incompetent staff, if you are passing through Bizerte, I do not recommend staying in this hotel!",See original (French),3 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Safia Ben El Haj,5-May,a year ago,"Great service, smoker coffee with good music and drinks",See original (German),15 reviews Â· 1 photo,î??,,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Nada Babouri,5-Apr,5 years ago,"clean and helpful staff, breakfast could be improved and wifi doesn't always work",See original (Italian),1 review,î??,More,î£?,,î ,Share,,,,Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Frank Feber,5-Mar,2 years ago,"Although it's a 4-star hotel, the room furnishings are run-down. The beach isn't too far away.",See original (German),Local Guide Â· 21 reviews Â· 35 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Helloâ¤, we would like to thank you for your review and we hope to see you again at our hotel very soon dear customer.",,,Translated by Google,ã?»
