date,gender,Age_range,country,followers
12/27/22,Female,25-34,France,3
12/27/22,Female,25-34,Other,2
12/27/22,Female,25-34,Tunisia,1
12/27/22,Female,35-44,Tunisia,1
12/27/22,Female,45+,Tunisia,1
12/27/22,Male,18-24,France,1
12/27/22,Male,18-24,Other,1
12/27/22,Male,18-24,Tunisia,2
12/27/22,Male,25-34,France,2
12/27/22,Male,25-34,Tunisia,2
12/27/22,Male,35-44,Other,1
12/28/22,Female,18-24,France,1
12/28/22,Female,18-24,Other,1
12/28/22,Female,18-24,Tunisia,3
12/28/22,Female,25-34,France,1
12/28/22,Female,25-34,Other,1
12/28/22,Female,25-34,Tunisia,3
12/28/22,Female,35-44,France,1
12/28/22,Female,35-44,Tunisia,5
12/28/22,Female,45+,Tunisia,2
12/28/22,Male,18-24,France,3
12/28/22,Male,18-24,Tunisia,4
12/28/22,Male,25-34,France,1
12/28/22,Male,25-34,Other,1
12/28/22,Male,25-34,Tunisia,3
12/28/22,Male,35-44,France,2
12/28/22,Male,35-44,Tunisia,5
12/28/22,Male,45+,France,2
12/29/22,Female,18-24,Tunisia,3
12/29/22,Female,25-34,France,1
12/29/22,Female,25-34,Other,4
12/29/22,Female,25-34,Tunisia,3
12/29/22,Female,35-44,France,1
12/29/22,Female,35-44,Tunisia,2
12/29/22,Female,45+,Tunisia,1
12/29/22,Male,18-24,France,2
12/29/22,Male,18-24,Tunisia,2
12/29/22,Male,25-34,France,2
12/29/22,Male,25-34,Tunisia,2
12/29/22,Male,35-44,Other,1
12/29/22,Male,45+,Tunisia,1
12/30/22,Female,18-24,Tunisia,3
12/30/22,Female,25-34,Tunisia,2
12/30/22,Female,35-44,Other,1
12/30/22,Female,35-44,Tunisia,1
12/30/22,Female,45+,Other,1
12/30/22,Male,18-24,France,1
12/30/22,Male,18-24,Tunisia,1
12/30/22,Male,25-34,Tunisia,1
12/30/22,Male,35-44,Other,1
12/30/22,Male,45+,France,1
12/30/22,Male,45+,Tunisia,1
12/31/22,Female,25-34,Other,1
12/31/22,Female,35-44,Tunisia,1
12/31/22,Male,18-24,France,1
12/31/22,Male,18-24,Other,1
12/31/22,Male,35-44,Tunisia,1
01/01/23,Female,18-24,France,1
01/01/23,Female,25-34,Tunisia,1
01/02/23,Male,18-24,Tunisia,1
01/03/23,Female,18-24,Tunisia,1
01/03/23,Female,25-34,France,1
01/03/23,Female,35-44,France,1
01/03/23,Male,18-24,France,1
01/04/23,Female,35-44,Tunisia,2
01/05/23,Female,18-24,Tunisia,1
01/05/23,Female,45+,Tunisia,1
01/06/23,Female,18-24,Other,1
01/06/23,Male,18-24,Tunisia,1
01/06/23,Male,25-34,Tunisia,1
01/07/23,Female,18-24,Tunisia,2
01/07/23,Female,25-34,France,1
01/07/23,Female,35-44,Tunisia,1
01/07/23,Male,18-24,Tunisia,2
01/08/23,Female,25-34,Tunisia,2
01/08/23,Female,35-44,France,1
01/09/23,Female,25-34,Tunisia,1
01/11/23,Male,18-24,France,1
01/11/23,Male,45+,Tunisia,1
01/12/23,Male,18-24,Tunisia,1
01/13/23,Female,18-24,Tunisia,2
01/13/23,Female,35-44,France,1
01/13/23,Male,18-24,France,1
01/13/23,Male,45+,France,1
01/14/23,Female,18-24,Tunisia,1
01/14/23,Female,35-44,France,1
01/15/23,Male,18-24,Tunisia,1
01/16/23,Female,25-34,Tunisia,1
01/16/23,Male,18-24,Tunisia,2
01/16/23,Male,25-34,France,1
01/17/23,Male,45+,Tunisia,1
01/19/23,Female,25-34,Tunisia,1
01/19/23,Female,45+,Tunisia,1
01/19/23,Male,35-44,Tunisia,1
01/19/23,Male,45+,Tunisia,1
01/20/23,Female,25-34,Tunisia,1
01/20/23,Male,45+,Other,1
01/21/23,Female,18-24,Other,2
01/21/23,Female,35-44,France,1
01/21/23,Female,45+,Tunisia,1
01/22/23,Female,25-34,France,1
01/22/23,Male,18-24,France,1
01/22/23,Male,18-24,Tunisia,1
01/23/23,Female,25-34,France,1
01/27/23,Female,35-44,France,1
01/27/23,Female,35-44,Tunisia,1
01/27/23,Male,45+,Tunisia,1
01/28/23,Female,25-34,Tunisia,1
01/29/23,Female,18-24,Tunisia,2
01/29/23,Female,25-34,France,2
01/29/23,Female,25-34,Tunisia,1
01/29/23,Male,35-44,France,1
01/29/23,Male,35-44,Tunisia,1
01/30/23,Female,25-34,Other,1
01/30/23,Male,18-24,Tunisia,1
02/01/23,Female,18-24,France,1
02/01/23,Female,45+,Tunisia,1
02/02/23,Female,25-34,Tunisia,1
02/02/23,Male,18-24,Other,1
02/02/23,Male,35-44,Tunisia,1
02/03/23,Female,25-34,France,1
02/03/23,Female,25-34,Tunisia,1
02/04/23,Female,18-24,Tunisia,1
02/04/23,Male,25-34,France,1
02/05/23,Female,18-24,Tunisia,1
02/07/23,Male,25-34,France,1
02/08/23,Female,18-24,Tunisia,1
02/08/23,Female,25-34,Tunisia,1
02/08/23,Female,35-44,Tunisia,1
02/08/23,Male,18-24,Tunisia,1
02/09/23,Female,25-34,Other,1
02/09/23,Male,35-44,Tunisia,1
02/10/23,Female,25-34,Tunisia,1
02/10/23,Male,25-34,Tunisia,1
02/10/23,Male,35-44,Other,1
02/11/23,Female,18-24,Tunisia,1
02/11/23,Female,35-44,Tunisia,1
02/11/23,Male,35-44,France,1
02/12/23,Female,25-34,Tunisia,1
02/13/23,Female,45+,Tunisia,1
02/13/23,Male,18-24,France,1
02/16/23,Female,18-24,France,2
02/17/23,Female,18-24,France,1
02/17/23,Female,18-24,Tunisia,1
02/17/23,Female,25-34,France,1
02/17/23,Female,25-34,Tunisia,1
02/17/23,Male,18-24,Other,1
02/17/23,Male,18-24,Tunisia,1
02/17/23,Male,25-34,Tunisia,1
02/17/23,Male,35-44,Tunisia,1
02/18/23,Female,18-24,Tunisia,1
02/18/23,Female,35-44,France,1
02/19/23,Male,18-24,Tunisia,1
02/19/23,Male,35-44,Tunisia,1
02/20/23,Female,18-24,France,1
02/20/23,Female,25-34,France,1
02/20/23,Female,45+,Tunisia,1
02/21/23,Female,18-24,France,1
02/21/23,Female,25-34,Tunisia,2
02/21/23,Female,35-44,France,1
02/22/23,Female,25-34,Tunisia,1
02/22/23,Male,25-34,Tunisia,1
02/25/23,Female,25-34,Other,1
02/25/23,Female,25-34,Tunisia,1
02/25/23,Female,45+,Tunisia,1
02/25/23,Male,25-34,France,1
02/25/23,Male,25-34,Tunisia,2
02/27/23,Female,25-34,France,1
02/27/23,Female,25-34,Tunisia,1
02/27/23,Male,35-44,France,1
02/28/23,Female,18-24,France,1
02/28/23,Female,35-44,France,1
02/28/23,Male,35-44,France,1
02/28/23,Male,45+,Tunisia,1
03/01/23,Female,35-44,Tunisia,1
03/01/23,Male,35-44,Tunisia,1
03/05/23,Female,25-34,Tunisia,2
03/06/23,Female,25-34,France,2
03/06/23,Female,35-44,France,1
03/07/23,Female,45+,France,1
03/07/23,Male,18-24,France,1
03/07/23,Male,25-34,France,1
03/07/23,Male,25-34,Tunisia,1
03/09/23,Female,18-24,France,1
03/09/23,Female,35-44,Tunisia,1
03/11/23,Female,18-24,France,1
03/11/23,Female,25-34,France,1
03/11/23,Female,25-34,Tunisia,1
03/11/23,Female,35-44,Tunisia,1
03/11/23,Female,45+,Tunisia,1
03/11/23,Male,18-24,France,2
03/11/23,Male,25-34,Tunisia,4
03/12/23,Female,35-44,France,1
03/12/23,Male,18-24,France,1
03/12/23,Male,18-24,Tunisia,1
03/12/23,Male,35-44,Tunisia,1
03/12/23,Male,45+,France,2
03/13/23,Female,25-34,France,1
03/13/23,Female,25-34,Tunisia,1
03/13/23,Female,45+,Tunisia,1
03/13/23,Male,45+,France,1
03/14/23,Female,18-24,Tunisia,1
03/14/23,Female,25-34,France,1
03/15/23,Female,25-34,France,1
03/15/23,Female,35-44,France,1
03/15/23,Male,18-24,France,1
03/16/23,Female,25-34,Tunisia,1
03/16/23,Male,18-24,Tunisia,1
03/17/23,Female,35-44,France,2
03/17/23,Female,35-44,Tunisia,2
03/18/23,Male,18-24,Tunisia,2
03/18/23,Male,25-34,Tunisia,1
03/18/23,Male,45+,France,1
03/20/23,Female,35-44,Tunisia,1
03/20/23,Male,25-34,Tunisia,1
03/21/23,Male,25-34,Tunisia,1
03/22/23,Female,18-24,France,1
03/22/23,Female,25-34,Other,1
03/22/23,Female,35-44,France,1
03/22/23,Male,18-24,France,1
03/22/23,Male,25-34,France,1
03/22/23,Male,25-34,Tunisia,1
03/24/23,Female,35-44,Other,1
03/24/23,Female,35-44,Tunisia,1
03/25/23,Female,45+,Tunisia,1
03/26/23,Female,25-34,Tunisia,1
03/26/23,Female,45+,Tunisia,1
03/28/23,Male,18-24,Other,1
03/28/23,Male,25-34,France,1
03/29/23,Male,18-24,Tunisia,1
03/29/23,Male,25-34,Tunisia,1
03/30/23,Female,18-24,France,1
03/31/23,Female,25-34,France,1
04/01/23,Female,18-24,Other,1
04/01/23,Female,25-34,Tunisia,2
04/01/23,Female,35-44,Other,1
04/01/23,Male,35-44,France,1
04/03/23,Female,35-44,France,1
04/03/23,Female,35-44,Tunisia,1
04/04/23,Female,18-24,Tunisia,1
04/05/23,Female,18-24,Tunisia,3
04/05/23,Female,25-34,France,1
04/05/23,Female,25-34,Other,1
04/05/23,Female,35-44,France,1
04/05/23,Female,45+,Tunisia,1
04/05/23,Male,35-44,Tunisia,1
04/05/23,Male,45+,France,1
04/06/23,Female,18-24,Other,1
04/06/23,Female,18-24,Tunisia,1
04/06/23,Male,25-34,Tunisia,1
04/06/23,Male,35-44,Tunisia,1
04/07/23,Male,25-34,Tunisia,1
04/08/23,Female,25-34,Tunisia,1
04/09/23,Female,45+,France,1
04/09/23,Female,45+,Other,1
04/10/23,Female,18-24,France,2
04/10/23,Female,35-44,France,1
04/11/23,Male,25-34,Tunisia,1
04/12/23,Female,35-44,Tunisia,1
04/13/23,Female,18-24,Tunisia,1
04/13/23,Female,25-34,Tunisia,1
04/13/23,Female,45+,France,1
04/13/23,Female,45+,Tunisia,1
04/13/23,Male,25-34,Tunisia,1
04/13/23,Male,35-44,Tunisia,1
04/13/23,Male,45+,Tunisia,1
04/14/23,Female,18-24,Tunisia,3
04/14/23,Female,25-34,Tunisia,1
04/16/23,Female,18-24,Tunisia,1
04/17/23,Male,25-34,Tunisia,1
04/18/23,Male,25-34,Tunisia,1
04/19/23,Female,25-34,Tunisia,1
04/19/23,Female,35-44,Tunisia,1
04/20/23,Female,18-24,Tunisia,2
04/20/23,Female,25-34,Tunisia,1
04/20/23,Female,35-44,Tunisia,1
04/20/23,Male,18-24,France,1
04/20/23,Male,25-34,France,1
04/20/23,Male,35-44,Tunisia,2
04/20/23,Male,45+,Tunisia,1
04/21/23,Male,35-44,Other,1
04/22/23,Female,25-34,Tunisia,1
04/22/23,Male,35-44,Tunisia,1
04/23/23,Male,25-34,Tunisia,1
04/23/23,Male,35-44,Tunisia,1
04/24/23,Female,18-24,Tunisia,1
04/24/23,Male,18-24,Tunisia,1
04/25/23,Male,18-24,France,1
04/25/23,Male,25-34,Tunisia,1
04/26/23,Male,25-34,Tunisia,1
04/27/23,Female,25-34,Other,1
04/28/23,Female,18-24,Tunisia,1
04/29/23,Female,18-24,France,1
05/01/23,Female,25-34,France,1
05/01/23,Female,25-34,Tunisia,1
05/01/23,Male,18-24,Tunisia,1
05/02/23,Female,18-24,Tunisia,1
05/02/23,Female,35-44,Tunisia,1
05/03/23,Female,25-34,Tunisia,1
05/04/23,Female,35-44,France,1
05/04/23,Male,18-24,France,1
05/05/23,Female,18-24,Other,1
05/05/23,Female,25-34,France,2
05/05/23,Female,25-34,Tunisia,2
05/05/23,Female,35-44,Tunisia,1
05/05/23,Male,25-34,Tunisia,1
05/06/23,Female,18-24,Tunisia,1
05/06/23,Female,25-34,France,1
05/06/23,Male,18-24,Tunisia,1
05/07/23,Female,18-24,Other,1
05/08/23,Male,45+,Other,1
05/10/23,Female,25-34,Other,1
05/10/23,Female,25-34,Tunisia,1
05/11/23,Female,18-24,France,1
05/11/23,Female,25-34,France,1
05/11/23,Female,45+,Tunisia,1
05/11/23,Male,18-24,France,1
05/11/23,Male,35-44,France,1
05/12/23,Female,18-24,Tunisia,1
05/12/23,Female,25-34,Other,1
05/12/23,Male,18-24,Tunisia,1
05/13/23,Female,18-24,France,1
05/13/23,Female,18-24,Other,1
05/15/23,Female,25-34,France,1
05/15/23,Male,25-34,Tunisia,1
05/16/23,Female,18-24,Tunisia,1
05/18/23,Female,25-34,Tunisia,1
05/18/23,Male,18-24,Tunisia,1
05/19/23,Male,25-34,Tunisia,1
05/20/23,Female,35-44,Tunisia,1
05/20/23,Male,18-24,Tunisia,1
05/21/23,Female,25-34,Tunisia,1
05/21/23,Female,35-44,Tunisia,1
05/21/23,Male,18-24,Tunisia,1
05/21/23,Male,25-34,France,1
05/21/23,Male,25-34,Tunisia,1
05/21/23,Male,35-44,France,1
05/21/23,Male,35-44,Other,1
05/21/23,Male,45+,France,1
05/22/23,Female,25-34,Tunisia,1
05/22/23,Female,35-44,Tunisia,1
05/22/23,Female,45+,France,1
05/22/23,Male,18-24,Other,1
05/22/23,Male,25-34,Tunisia,1
05/22/23,Male,45+,Tunisia,1
05/23/23,Female,25-34,France,1
05/24/23,Female,18-24,France,1
05/24/23,Female,18-24,Tunisia,1
05/24/23,Female,45+,Tunisia,1
05/24/23,Male,35-44,France,1
05/25/23,Male,18-24,France,1
05/26/23,Female,25-34,Other,1
05/27/23,Female,18-24,Tunisia,2
05/28/23,Female,25-34,Tunisia,1
05/29/23,Female,18-24,France,1
05/29/23,Female,18-24,Tunisia,1
05/29/23,Male,25-34,Tunisia,1
05/30/23,Female,18-24,France,1
05/30/23,Female,18-24,Other,1
05/30/23,Female,18-24,Tunisia,2
05/30/23,Female,25-34,Other,1
05/30/23,Male,18-24,Tunisia,1
05/30/23,Male,35-44,Tunisia,1
05/31/23,Female,35-44,Tunisia,1
06/01/23,Male,25-34,Tunisia,1
06/01/23,Male,35-44,France,1
06/02/23,Female,18-24,Tunisia,1
06/02/23,Female,25-34,Tunisia,4
06/02/23,Female,35-44,Tunisia,1
06/02/23,Male,18-24,Tunisia,1
06/03/23,Female,25-34,Tunisia,1
06/04/23,Female,35-44,France,1
06/04/23,Male,25-34,Tunisia,1
06/04/23,Male,35-44,Tunisia,1
06/05/23,Female,35-44,Tunisia,1
06/06/23,Male,18-24,Tunisia,1
06/07/23,Female,25-34,France,1
06/07/23,Male,25-34,Tunisia,1
06/08/23,Female,18-24,Tunisia,1
06/08/23,Female,45+,Tunisia,1
06/09/23,Female,18-24,Tunisia,1
06/09/23,Male,18-24,France,2
06/09/23,Male,25-34,Other,1
06/10/23,Female,18-24,Tunisia,3
06/10/23,Female,45+,Other,1
06/10/23,Male,18-24,France,1
06/10/23,Male,25-34,France,1
06/10/23,Male,35-44,Tunisia,1
06/11/23,Female,18-24,Other,1
06/11/23,Female,18-24,Tunisia,2
06/11/23,Female,25-34,France,1
06/11/23,Female,35-44,Tunisia,1
06/11/23,Male,25-34,Tunisia,2
06/11/23,Male,35-44,Other,1
06/12/23,Female,18-24,Tunisia,2
06/12/23,Female,25-34,France,1
06/12/23,Male,18-24,Tunisia,1
06/12/23,Male,25-34,France,1
06/12/23,Male,25-34,Tunisia,3
06/13/23,Female,35-44,Tunisia,1
06/13/23,Male,35-44,France,1
06/13/23,Male,45+,Tunisia,1
06/14/23,Female,25-34,Tunisia,1
06/14/23,Female,35-44,France,1
06/15/23,Female,18-24,Tunisia,1
06/16/23,Female,18-24,France,1
06/16/23,Female,18-24,Tunisia,1
06/16/23,Female,25-34,Other,1
06/16/23,Female,35-44,Other,1
06/16/23,Female,45+,Tunisia,1
06/16/23,Male,18-24,Tunisia,1
06/16/23,Male,25-34,Other,1
06/17/23,Female,35-44,Tunisia,1
06/18/23,Female,18-24,France,1
06/18/23,Female,35-44,Tunisia,2
06/18/23,Male,25-34,Tunisia,1
06/19/23,Male,25-34,France,1
06/20/23,Female,18-24,Tunisia,1
06/20/23,Female,25-34,France,1
06/20/23,Female,25-34,Other,1
06/20/23,Female,25-34,Tunisia,2
06/20/23,Female,35-44,France,1
06/20/23,Male,25-34,France,1
06/21/23,Male,18-24,France,1
06/21/23,Male,18-24,Tunisia,1
06/21/23,Male,25-34,France,1
06/22/23,Female,18-24,France,1
06/23/23,Female,25-34,Tunisia,2
06/23/23,Female,35-44,Tunisia,1
06/24/23,Female,18-24,France,1
06/24/23,Female,25-34,France,1
06/24/23,Female,25-34,Other,1
06/24/23,Female,25-34,Tunisia,1
06/24/23,Male,18-24,Tunisia,2
06/24/23,Male,25-34,Tunisia,1
06/25/23,Female,18-24,France,1
06/25/23,Female,18-24,Tunisia,3
06/25/23,Female,25-34,France,1
06/25/23,Female,25-34,Tunisia,1
06/25/23,Female,35-44,France,1
06/25/23,Female,35-44,Other,1
06/25/23,Female,45+,Tunisia,1
06/25/23,Male,18-24,France,1
06/25/23,Male,25-34,France,1
06/25/23,Male,25-34,Other,1
06/25/23,Male,25-34,Tunisia,3
06/25/23,Male,45+,Tunisia,2
06/26/23,Female,18-24,Tunisia,1
06/26/23,Female,25-34,France,1
06/26/23,Female,25-34,Other,1
06/26/23,Female,35-44,Tunisia,1
06/26/23,Female,45+,Tunisia,1
06/26/23,Male,25-34,France,2
06/26/23,Male,25-34,Tunisia,1
06/29/23,Female,18-24,France,2
06/29/23,Female,18-24,Tunisia,1
06/29/23,Female,25-34,France,1
06/29/23,Female,25-34,Tunisia,2
06/29/23,Male,18-24,France,2
06/29/23,Male,35-44,France,1
06/30/23,Female,18-24,Other,1
06/30/23,Female,25-34,France,1
06/30/23,Female,25-34,Other,1
06/30/23,Female,25-34,Tunisia,4
06/30/23,Female,45+,France,2
06/30/23,Female,45+,Tunisia,1
06/30/23,Male,18-24,Tunisia,1
06/30/23,Male,25-34,France,2
06/30/23,Male,25-34,Tunisia,1
06/30/23,Male,35-44,Tunisia,2
06/30/23,Male,45+,France,1
07/01/23,Female,18-24,France,1
07/01/23,Female,18-24,Tunisia,2
07/01/23,Female,25-34,Tunisia,4
07/01/23,Female,45+,Tunisia,2
07/01/23,Male,25-34,France,1
07/01/23,Male,25-34,Other,1
07/02/23,Female,18-24,France,1
07/02/23,Female,18-24,Tunisia,3
07/02/23,Female,25-34,France,1
07/02/23,Female,25-34,Tunisia,2
07/02/23,Female,35-44,France,1
07/02/23,Female,35-44,Other,2
07/02/23,Female,35-44,Tunisia,3
07/02/23,Male,18-24,France,1
07/02/23,Male,18-24,Tunisia,4
07/02/23,Male,25-34,France,2
07/02/23,Male,25-34,Tunisia,2
07/02/23,Male,35-44,France,1
07/03/23,Female,18-24,Tunisia,1
07/03/23,Female,25-34,Tunisia,1
07/03/23,Female,35-44,France,1
07/03/23,Female,45+,Other,1
07/03/23,Male,18-24,Tunisia,1
07/03/23,Male,35-44,Tunisia,1
07/04/23,Male,18-24,Tunisia,1
07/04/23,Male,25-34,France,1
07/04/23,Male,45+,Tunisia,1
07/05/23,Female,18-24,France,1
07/05/23,Female,25-34,France,1
07/05/23,Female,35-44,Other,1
07/05/23,Female,45+,Tunisia,1
07/05/23,Male,18-24,Tunisia,1
07/05/23,Male,25-34,Tunisia,1
07/05/23,Male,35-44,France,1
07/05/23,Male,35-44,Tunisia,3
07/05/23,Male,45+,Tunisia,1
07/06/23,Female,18-24,France,1
07/06/23,Female,18-24,Other,1
07/06/23,Female,18-24,Tunisia,2
07/06/23,Female,25-34,France,1
07/06/23,Female,25-34,Other,2
07/06/23,Female,35-44,France,1
07/06/23,Female,35-44,Other,2
07/06/23,Female,35-44,Tunisia,3
07/06/23,Female,45+,Other,1
07/06/23,Female,45+,Tunisia,2
07/06/23,Male,18-24,Tunisia,8
07/06/23,Male,25-34,France,1
07/06/23,Male,25-34,Tunisia,1
07/06/23,Male,35-44,France,1
07/06/23,Male,35-44,Other,1
07/06/23,Male,35-44,Tunisia,2
07/06/23,Male,45+,Other,1
07/06/23,Male,45+,Tunisia,1
07/07/23,Female,18-24,Tunisia,1
07/07/23,Female,25-34,France,1
07/07/23,Female,45+,Tunisia,1
07/07/23,Male,18-24,Tunisia,2
07/07/23,Male,25-34,France,1
07/07/23,Male,25-34,Tunisia,1
07/07/23,Male,35-44,Tunisia,1
07/08/23,Female,18-24,Other,1
07/08/23,Female,25-34,France,1
07/08/23,Female,25-34,Tunisia,2
07/08/23,Female,35-44,France,2
07/08/23,Female,35-44,Tunisia,1
07/08/23,Female,45+,France,1
07/08/23,Female,45+,Tunisia,1
07/08/23,Male,18-24,Other,1
07/08/23,Male,25-34,France,4
07/08/23,Male,25-34,Tunisia,1
07/08/23,Male,45+,France,1
07/08/23,Male,45+,Tunisia,1
07/09/23,Female,18-24,Tunisia,1
07/09/23,Female,25-34,France,1
07/09/23,Female,25-34,Tunisia,3
07/09/23,Female,35-44,Tunisia,1
07/09/23,Female,45+,France,1
07/09/23,Female,45+,Tunisia,1
07/09/23,Male,18-24,France,2
07/09/23,Male,18-24,Other,1
07/09/23,Male,25-34,France,1
07/10/23,Female,18-24,Other,2
07/10/23,Female,18-24,Tunisia,1
07/10/23,Female,25-34,France,1
07/10/23,Female,25-34,Tunisia,4
07/10/23,Female,35-44,Other,2
07/10/23,Female,35-44,Tunisia,1
07/10/23,Male,18-24,France,1
07/10/23,Male,18-24,Tunisia,1
07/10/23,Male,35-44,France,1
07/11/23,Female,25-34,Other,1
07/11/23,Female,25-34,Tunisia,1
07/11/23,Female,45+,Tunisia,1
07/11/23,Male,25-34,Tunisia,1
07/11/23,Male,35-44,Tunisia,2
07/12/23,Female,18-24,Tunisia,1
07/12/23,Female,25-34,France,1
07/12/23,Female,25-34,Tunisia,1
07/12/23,Female,35-44,Tunisia,1
07/12/23,Female,45+,Tunisia,1
07/12/23,Male,18-24,Other,1
07/12/23,Male,18-24,Tunisia,1
07/12/23,Male,25-34,France,1
07/13/23,Female,18-24,Other,1
07/13/23,Female,18-24,Tunisia,1
07/13/23,Male,18-24,Tunisia,1
07/13/23,Male,25-34,France,1
07/15/23,Female,18-24,France,1
07/15/23,Female,18-24,Tunisia,1
07/15/23,Female,25-34,France,1
07/15/23,Female,25-34,Other,2
07/15/23,Female,25-34,Tunisia,1
07/15/23,Female,35-44,France,2
07/15/23,Male,18-24,Tunisia,1
07/15/23,Male,25-34,Tunisia,3
07/15/23,Male,35-44,France,1
07/15/23,Male,35-44,Tunisia,2
07/15/23,Male,45+,France,1
07/16/23,Female,18-24,Other,1
07/16/23,Female,18-24,Tunisia,2
07/16/23,Female,25-34,France,1
07/16/23,Female,45+,Tunisia,1
07/16/23,Male,25-34,France,1
07/16/23,Male,25-34,Other,1
07/16/23,Male,35-44,France,1
07/17/23,Female,18-24,France,3
07/17/23,Female,18-24,Tunisia,1
07/17/23,Female,25-34,France,1
07/17/23,Female,25-34,Other,1
07/17/23,Female,25-34,Tunisia,1
07/17/23,Female,35-44,France,2
07/17/23,Female,35-44,Tunisia,1
07/17/23,Female,45+,Other,1
07/17/23,Female,45+,Tunisia,1
07/17/23,Male,18-24,Other,1
07/17/23,Male,25-34,Tunisia,2
07/17/23,Male,35-44,Tunisia,2
07/17/23,Male,45+,Tunisia,1
07/18/23,Female,18-24,France,1
07/18/23,Female,18-24,Tunisia,2
07/18/23,Female,25-34,France,3
07/18/23,Female,25-34,Tunisia,2
07/18/23,Female,35-44,France,5
07/18/23,Female,35-44,Other,1
07/18/23,Female,35-44,Tunisia,1
07/18/23,Female,45+,Tunisia,1
07/18/23,Male,18-24,Other,1
07/18/23,Male,18-24,Tunisia,3
07/18/23,Male,25-34,France,1
07/18/23,Male,25-34,Tunisia,3
07/18/23,Male,35-44,Other,1
07/18/23,Male,35-44,Tunisia,1
07/19/23,Female,25-34,France,3
07/19/23,Female,25-34,Other,1
07/19/23,Female,25-34,Tunisia,4
07/19/23,Female,35-44,Tunisia,6
07/19/23,Female,45+,France,3
07/19/23,Male,18-24,France,2
07/19/23,Male,18-24,Tunisia,2
07/19/23,Male,25-34,Tunisia,5
07/19/23,Male,35-44,Tunisia,2
07/20/23,Female,18-24,Tunisia,1
07/20/23,Female,35-44,Tunisia,1
07/20/23,Male,18-24,France,1
07/20/23,Male,25-34,Tunisia,1
07/20/23,Male,35-44,Tunisia,1
07/20/23,Male,45+,France,1
07/21/23,Female,25-34,France,2
07/21/23,Female,25-34,Tunisia,1
07/21/23,Female,35-44,Tunisia,2
07/21/23,Female,45+,Tunisia,1
07/21/23,Male,18-24,France,1
07/21/23,Male,18-24,Tunisia,1
07/21/23,Male,25-34,France,1
07/21/23,Male,25-34,Tunisia,2
07/21/23,Male,35-44,Tunisia,1
07/22/23,Female,18-24,Other,1
07/22/23,Female,25-34,France,2
07/22/23,Female,25-34,Other,1
07/22/23,Female,25-34,Tunisia,5
07/22/23,Female,35-44,Tunisia,1
07/22/23,Female,45+,Tunisia,1
07/22/23,Male,18-24,Tunisia,1
07/22/23,Male,25-34,France,1
07/22/23,Male,35-44,France,1
07/22/23,Male,35-44,Tunisia,1
07/23/23,Female,18-24,France,1
07/23/23,Female,18-24,Other,1
07/23/23,Female,18-24,Tunisia,1
07/23/23,Female,25-34,Tunisia,2
07/23/23,Female,35-44,France,1
07/23/23,Female,35-44,Tunisia,1
07/23/23,Female,45+,Tunisia,3
07/23/23,Male,18-24,Other,1
07/23/23,Male,35-44,France,1
07/23/23,Male,35-44,Tunisia,1
07/23/23,Male,45+,Other,1
07/23/23,Male,45+,Tunisia,2
07/24/23,Female,18-24,France,1
07/24/23,Female,25-34,Tunisia,4
07/24/23,Female,45+,Tunisia,1
07/24/23,Male,25-34,Tunisia,2
07/24/23,Male,35-44,Other,1
07/24/23,Male,45+,Tunisia,1
07/25/23,Female,18-24,Tunisia,1
07/25/23,Female,25-34,Tunisia,3
07/25/23,Female,45+,Tunisia,1
07/25/23,Male,18-24,Tunisia,1
07/25/23,Male,25-34,France,1
07/25/23,Male,35-44,Tunisia,1
07/25/23,Male,45+,Tunisia,1
07/26/23,Female,25-34,France,1
07/26/23,Female,25-34,Tunisia,1
07/26/23,Female,35-44,Tunisia,1
07/26/23,Male,18-24,Tunisia,1
07/27/23,Female,18-24,Tunisia,1
07/27/23,Female,25-34,Tunisia,1
07/27/23,Female,35-44,France,1
07/27/23,Female,45+,Tunisia,1
07/27/23,Male,18-24,France,1
07/27/23,Male,18-24,Other,1
07/27/23,Male,18-24,Tunisia,1
07/27/23,Male,25-34,Tunisia,1
07/27/23,Male,35-44,France,1
07/27/23,Male,35-44,Tunisia,1
07/28/23,Female,25-34,Tunisia,2
07/28/23,Female,45+,Tunisia,1
07/28/23,Male,25-34,Other,1
07/28/23,Male,25-34,Tunisia,1
07/29/23,Female,25-34,Other,1
07/29/23,Male,18-24,France,1
07/29/23,Male,35-44,France,1
07/30/23,Female,25-34,Tunisia,1
07/31/23,Female,18-24,Other,1
07/31/23,Female,18-24,Tunisia,1
07/31/23,Female,25-34,Tunisia,1
07/31/23,Female,45+,France,1
07/31/23,Female,45+,Other,1
07/31/23,Female,45+,Tunisia,2
07/31/23,Male,45+,Tunisia,1
08/01/23,Female,25-34,Tunisia,2
08/01/23,Female,45+,France,1
08/01/23,Male,18-24,France,1
08/01/23,Male,18-24,Tunisia,1
08/01/23,Male,25-34,France,1
08/01/23,Male,25-34,Tunisia,1
08/02/23,Female,18-24,Tunisia,1
08/02/23,Female,25-34,Tunisia,2
08/02/23,Female,35-44,France,1
08/02/23,Male,18-24,France,1
08/02/23,Male,18-24,Tunisia,1
08/02/23,Male,25-34,Tunisia,1
08/02/23,Male,35-44,Tunisia,1
08/03/23,Female,18-24,Tunisia,3
08/03/23,Female,25-34,Tunisia,5
08/03/23,Male,25-34,Tunisia,2
